Mixture,LVECt,Other,LSEC,Hepatocytes,LVEC,Carcinoma,P-value,Correlation,RMSE
098699N,0,0.195214365561378,0.0461906567694054,0.329493805538413,0.146335510963027,0.282765661167777,0,0.767130554155263,0.645375082999341
090608N,0.0487151878432701,0.230755332418316,0.00188091482481268,0.250637935066487,0.149077686430073,0.318932943417041,0,0.623788163717197,0.783335355694307
81023N,0.00972935025537561,0.371396675329619,0.0754823827859616,0.292115376808529,0.0815003501669626,0.169775864653551,0,0.808602538081411,0.605358212142842
099535N,0.0328115163418762,0.324550588968425,0.0398170903739824,0.23351952268789,0.103611059116239,0.265690222511587,0,0.65042105495899,0.76716834523381
11770N,0.0141556881724976,0.376483740613617,0.0405803378787311,0.252523249381612,0.0891692671807573,0.227087716772785,0,0.640806725025186,0.769998684874709
81032N,0.0191548818706728,0.38944812686962,0.0750130639971756,0.200205128645266,0.122046303920591,0.194132494696675,0,0.685666646892543,0.758001608549345
85421N,0,0.293334676737336,0.12207301871898,0.295496030114554,0.0919659564006273,0.197130318028504,0,0.822496478983674,0.588577155059929
86279N,0.0180420620190527,0.303246097617046,0.106781342492676,0.310856733509158,0.0980014212722205,0.163072343089847,0,0.659516286271335,0.755905584856657
86960N,0.00857264559861815,0.283457581093181,0.11964939678319,0.321004925489274,0.0636702728226765,0.203645178213061,0,0.675058881480025,0.743270215218007
87823N,0.0091768860664674,0.45698824116172,0.0851515140100002,0.159692403332668,0.0967138080052559,0.192277147423889,0,0.643376491492414,0.805288745595451
88659N,0,0.298133455410107,0.0553481123385963,0.253251790280276,0.107165600442002,0.286101041529019,0,0.742501469408775,0.688187503831825
88674N,0,0.256713320736955,0.126002247278969,0.272390930117572,0.0843868099903496,0.260506691876155,0,0.679711806412518,0.736455257164776
88724N,0,0.197670866609049,0.0999978988507606,0.368623425561533,0.0905635524060628,0.243144256572594,0,0.636347978032976,0.803762585988118
89290N,0.036906266290465,0.30204528392171,0.06137606261501,0.322551544927143,0.067033553033151,0.210087289212521,0,0.678660434995678,0.739957510549289
96484N,0,0.273745385046979,0.0711154014031666,0.350254210542044,0.103479120373337,0.201405882634474,0,0.691726937795917,0.734704021218907
099535T,0.0330073697832046,0.242839948249685,0,0.0155929779688673,0.0992820783029467,0.609277625695296,0,0.635983542875773,0.88502215485711
090608T,0.0418658806482303,0.247748404893596,0,0.00385431997605717,0,0.706531394482116,0,0.473895185760406,0.916331509126881
098699T,0.0239901202181599,0.220353259770265,0,0.0132659515927264,0.158002551742326,0.584388116676523,0,0.360740229709477,0.948674623475745
11770T,0.00610057035894135,0.667872171715363,0.000883056509942398,0.00529918057767947,0.0955133830515529,0.224331637786521,0,0.73772356469758,0.854551204951749
81023T,0.0687165941988122,0.338056883490373,0,0.00259885339986008,0.0954867717344941,0.495140897176461,0,0.627472519765222,0.894298697053899
81032T,0.133359192772882,0.30467683327782,0,0.00318324002946153,0.0688805897782478,0.489900144141589,0,0.654781832112597,0.889510362847211
85421T,0.0166682302530266,0.490649017058621,0.00529760363212853,0.0430323603526106,0.126787592813633,0.31756519588998,0,0.403144054088255,0.937671337284105
86279T,0.102519469021737,0.359547144402143,0,0.00469281267814801,0.05955551135535,0.473685062542622,0,0.69572011736029,0.879624058497627
86960T,0.0789118647953995,0.400442250348168,0,0.00361946948885955,0.125708385959072,0.391318029408501,0,0.618371888957819,0.899668088933329
87823T,0.0897127955857965,0.671783470081837,0,0.00438906913882167,0.0876247220310571,0.146489943162487,0,0.592367779874541,0.89066821568909
88659T,0,0.256457904575279,0.0164637742401792,0.168619339984704,0.195099192955721,0.363359788244116,0,0.343554998353863,0.940964483481948
88674T,0.0322589937162275,0.67250816410064,0,0.00815589805156616,0.113447265265379,0.173629678866187,0,0.542962141753058,0.903413383299523
88724T,0.0579130672001387,0.40620230434812,0,0.0254915297917157,0.106607464751956,0.40378563390807,0,0.587616961643868,0.902685738127574
89290T,0.0610887503195133,0.190491893316981,0,0.0173413059333857,0.119898298513846,0.611179751916273,0,0.664983575506602,0.879256523046209
96484T,0.0688891506168251,0.369002940097922,0,0.00249854215040311,0.0751719718068452,0.484437395328005,0,0.382315760754252,0.945618818101927
