NAME	CD8+ Cells	Tregs	Non-immune cluster	Nk Cells	CD4+ Cells	B Cells	Myeloid	Mast Cells
CXCL2	1	1	439.399114741898	1	1	1	598.785023101869	1
CXCL3	1	1	1	1	1	1	384.08650912462	1
CXCL8	1	1	1	1	1	1	860.880917746261	1
CXCR3	1	233.371335735701	1	1	1	1	1	1
CXCR4	3812.11350555148	2414.53375161623	1	2803.55964713864	3142.52122554742	1260.17518869985	1393.08275718357	1
CXCR6	291.762447818514	440.12296701354	1	1	1	1	1	1
CXorf21	1	1	1	1	1	148.173425705537	1	1
CYB561	1	1	1	1	1	1	1	208.652303172434
CYB5A	1	1	1083.84079384671	1	1	1	1	219.388020441612
CYB5B	1	149.493969237	1	209.850992532029	1	1	1	1
CYB5R3	1	1	360.683687052095	1	1	1	1	1
CYBB	1	1	1	1	1	1	346.520129098776	1
CYC1	1	1	1	1	1	168.905609416959	1	1
CYFIP2	1	204.08435647753	1	1	1	1	1	1
CYLD	1	196.407468836277	1	1	251.444492680098	1	129.055505227543	1
CYP20A1	1	180.045113520885	1	1	1	158.975621501558	1	224.661761831319
CYP2A7	1	1	689.234668381361	1	1	1	1	1
CYP3A5	1	1	394.310806684621	1	1	1	1	1
CYTIP	776.668972471212	937.695038290159	1	612.127660730808	890.382441096825	769.552332517291	300.045410798408	1
DAB2	1	1	1	1	1	1	300.862802677828	1
DAP3	1	1	1	1	1	135.722547199178	1	1
DAPL1	1	1	1	1	1	1	1	296.754759245383
DAPP1	1	1	1	1	1	221.297283035275	1	1
DARS	1	191.527505161481	1	1	205.321436828591	170.109487345384	169.610389297862	248.741984068799
DBNL	1	1	1	1	1	1	176.562625387364	241.227852190396
DCTN2	1	1	1	1	1	184.548907918906	1	355.726859570535
DCTN3	1	228.946910079507	293.05020113021	264.342466312632	178.285845181129	220.455891160126	155.326904502458	1
DCTN6	286.525704454304	159.672282018837	1	237.144018059854	1	1	1	1
DDIT3	215.990558652432	1	264.610716366699	234.826106543253	1	174.385367558159	1	892.951318879864
DDRGK1	1	184.787504367574	1	1	1	154.760153600523	1	1
DDX1	1	1	1	1	1	1	1	230.87952934278
DDX23	1	1	1	1	1	1	1	145.79029189491
DDX27	264.724340928193	225.890342073236	1	270.403073898849	319.684608851112	195.473094864291	187.376829984351	1
DDX3Y	1	1	1	1	1	1	134.021738098323	384.435657535266
DDX6	344.317426415033	241.111343525537	1	422.933727062451	348.291150643553	189.365358833926	203.177882279272	1
DDX60L	1	1	1	1	1	1	1	230.87952934278
DEF8	1	1	1	1	1	195.867449558036	1	1
DEK	318.336816518831	261.028406215233	1	291.44297704322	202.397977651707	1	258.281992667053	1
DENND6B	1	1	1	1	1	121.306630128162	1	1
DERA	1	1	1	1	1	1	1	154.301046205401
DERL1	1	178.211616754488	1	1	1	563.274367341765	1	1
DERL2	1	1	1	1	1	238.852804186083	1	1
DERL3	1	1	1	1	1	1725.91179507521	1	1
DGCR6L	1	1	1	1	1	1	1	214.337827492994
DGUOK	209.136611167429	301.160771921897	1	307.653255012521	240.776969225356	193.333838494316	199.865579026923	1
DHPS	1	1	1	1	1	158.007538302916	1	1
DHX29	1	1	1	1	1	170.147744998851	1	1
DKC1	1	1	1	1	1	1	1	224.661761831319
DNAAF1	1	1	1	1	1	287.208867863618	1	1
DNAJA2	1	157.755008450944	1	1	1	1	1	75.4111891500964
DNAJA4	1	1	1	1	1	1	268.72049139186	1
DNAJB14	1	1	1	1	1	225.031001172214	1	1
DNAJB4	1	1	363.524561660999	1	361.300047623843	200.435104090094	199.791762363309	495.942473890475
DNAJC19	1	1	238.626244348846	1	1	1	1	1
DNAJC3	1	1	1	1	1	422.428411348933	1	457.133956918992
DNASE1L3	1	1	911.421352430638	1	1	1	1	1
DNASE2	1	1	1	1	1	165.550098946476	1	1
DNPH1	1	478.098102719862	301.33165222531	1	1	281.191256893207	175.225989405785	1
DNTTIP2	187.686245734412	1	1	1	191.558990704871	1	1	154.301046205401
DOCK8	231.506131182623	218.545375963402	1	1	234.429827139693	139.553795445146	150.263034304952	1
DOK2	294.496403731235	438.422828639557	1	531.953742204284	403.619516440461	1	227.626261689987	1
DONSON	757.712606525069	502.311779746936	1	349.804814891072	1	661.817884921149	363.662135383185	1
DPEP1	1	1	1	1	1	597.695498952576	1	1
DPM1	1	1	1	1	1	148.262158075242	181.280919481209	1
DPYSL2	1	1	1	1	1	1	234.769099844534	1
DRAM2	1	1	1	1	1	201.391326248822	348.496696768529	1
DST	1	1	345.117171734302	1	1	1	1	1
DUSP10	1	343.039139039034	1	1	212.631249706834	1	1	588.581970488717
DUSP2	318.988916021428	1	1	244.808481603384	1	126.335636868602	228.013703035169	1
DUSP22	1	1	1	1	1	1	1	214.337827492994
DUSP23	1	1	256.938490404054	1	1	1	126.941217881772	1
DUSP4	581.310050917778	707.581667018747	1	1	231.300763022118	184.781189860107	187.367701174219	1
DUSP5	1	1	1	1	1	205.408997959307	1	1
DUSP6	1	1	261.408359788561	1	1	1	1	784.04112483604
DUT	204.187294397653	1	1	1	1	150.31073961387	1	1
DYNLT3	1	1	1	1	230.197398952724	1	1	73.6277082845067
EAF2	1	1	1	1	1	230.67115942943	1	1
EAPP	215.973184581943	213.660167476392	1	292.997238515054	233.18264089918	178.330744189196	1	1
EBP	1	1	410.461600357051	1	1	1	1	1
ECHDC2	1	1	393.292549522369	1	1	1	1	1
ECSCR.1	1	1	326.375560073615	1	1	1	1	1
EDEM1	1	1	1	1	1	221.857605808911	1	1
EDNRB	1	1	336.958070658559	1	1	1	1	1
EFHD2	1	1	1	1	1	1	150.560766730874	1
EFNA1	1	1	437.320404570005	1	1	1	1	1
EFNB2	1	1	302.785970549974	1	1	1	1	1
EGFL7	1	1	552.887129488414	1	1	1	1	1
EGR1	1	1	826.665430916097	1	1	1	277.079681559005	494.018488557397
EHD4	1	1	1	1	1	183.143890002801	1	1
EHMT1	1	1	1	1	1	283.674187324083	1	1
EIF1AY	249.873189501475	1	1	1	1	274.296029568469	1	70.2174343908115
EIF2A	1	1	1	1	204.571241787589	280.84969817722	130.582453771565	230.87952934278
EIF2AK4	1	1	1	1	1	177.404084078839	1	1
EIF2S3	1	169.627453671895	1	1	282.081564755418	1	206.464876968735	514.152703280386
EIF4A3	1	1	1	1	1	1	185.033536738846	1
EIF4E2	1	1	1	1	1	1	142.258809605985	1
EIF4EBP1	1	1	1	1	1	1	126.249483292003	1
EIF4H	1	282.621992496769	220.443546389717	1	212.194656804286	1	137.149622348668	140.261302824379
EIF5A	1	187.175289456526	300.335375360052	223.510024717362	1	342.954535865773	350.220270415763	1
EMB	342.692843087521	322.974181455035	1	274.185439891804	350.827876325067	120.605523861152	152.73379643727	1
EMC10	1	206.989561511942	1	1	1	198.447984756428	1	1
EMC3	1	1	1	1	1	139.300748424044	136.158584660071	427.611272920719
EMC6	1	257.950245176108	1	216.163475675546	1	241.858319710591	1	154.301046205401
EMCN	1	1	401.675765714025	1	1	1	1	1
EMD	1	1	1	210.145167254058	1	143.08561773925	1	154.301046205401
EML4	645.184393685442	492.419324291074	1	576.076072905188	609.65588992343	159.451627340831	192.191812419018	1
EMP1	1	1	633.500240849728	1	1	1	1	1
EMP2	1	1	241.107204002572	1	1	1	1	1
ENG	1	1	490.682245838214	1	1	1	1	1
ENTPD1	1	229.005091697655	1	1	1	1	1	1
EPAS1	1	1	685.577938618693	1	1	1	1	1
EPHX1	1	1	506.069827352244	1	1	1	1	1
EPM2AIP1	1	1	1	1	1	1	1	230.927555986328
EPSTI1	1	307.8342894304	1	1	195.851734309241	238.739206189273	377.400108452802	219.533646570117
ERCC1	1	1	1	1	1	1	124.103904438788	1
EREG	1	1	1	1	1	1	321.520697619365	1
ERF	1	1	1	1	1	1	1	234.456284789099
ERGIC1	1	1	1	1	1	157.283847348277	1	1
ERGIC2	1	212.527054774714	1	1	209.056862343109	451.473159403264	1	77.6265097809267
ERGIC3	1	211.65296657603	304.133678712106	1	239.933469133659	810.347512773999	220.088209424466	1
ERLEC1	1	213.123449659238	1	1	1	935.618820800188	1	473.771107516283
ERP44	1	206.401956791157	1	1	1	245.443199119075	202.733413820037	75.4111891500964
ESAM	1	1	358.746668826788	1	1	1	1	1
ETF1	1	1	1	1	1	1	181.682165693754	1
ETHE1	1	1	1	1	1	1	156.296564404411	1
ETS1	420.597854992461	237.020523596967	1	340.401724934401	398.586524008422	1	1	1
ETS2	1	1	337.683471704772	1	1	1	168.105809838021	1
EVL	638.671061698068	726.472845195108	1	722.13082874545	818.648538681785	121.22501764822	258.008380995172	1
EXOSC1	1	1	1	1	1	156.542968995341	1	1
EXOSC8	1	1	1	1	1	1	1	143.608656474617
EZR	852.084415699676	634.926007106087	1	611.10441835136	818.870511199143	590.374953204798	602.588943112656	1
F2	1	1	382.256536983674	1	1	1	1	1
FABP1	1	1	1958.6355663576	1	1	1	1	1
FABP5	472.25254308594	162.779944823845	324.538525286169	1	1	1	656.412017278221	1
FAM103A1	1	187.863406738418	1	1	1	1	1	235.613279235074
FAM105A	1	1	1	1	1	1	1	77.6265097809267
FAM107B	209.0989912652	246.715584009462	1	231.368742192434	279.539899938619	178.242631992985	1	1
FAM118A	470.282311692741	216.105654009019	1	260.588228588745	222.70773594393	157.815366687703	1	1
FAM120A	1	1	1	1	1	1	141.112869184005	1
FAM129A	1	215.875038159865	1	1	226.636403953206	1	1	1
FAM174A	1	1	1	1	1	204.964730740105	1	1
FAM204A	1	239.910186268864	1	1	1	192.143124356399	1	1
FAM214A	1	1	1	1	1	175.215735583875	1	1
FAM228B	1	1	1	1	1	1	1	219.388020441612
FAM32A	1	206.705907787984	1	1	1	1	1	1
FAM3C	1	1	1	1	1	327.666522926032	1	1
FAM46C	538.229688709743	438.900933065034	1	336.05259182434	340.377961720348	640.878531190227	1	1
FAM49A	1	1	1	1	1	229.78668911512	258.714802357202	1
FAM65B	1	1	1	1	228.543788953859	1	1	1
FAM92B	1	1	1	1	1	203.022618503229	1	1
FBXW7	1	1	1	1	1	309.886707601339	1	1
FCER1G	1	1	1	791.033825758699	1	1	1999.19621995576	1991.66947101665
FCGR2A	1	1	1	1	1	1	420.699744603702	1
FCGR2B	1	1	1	1	1	246.657676561798	1	1
FCGR3A	1	1	1	476.169324625263	1	1	405.675300576402	1
FCGRT	1	1	595.015490301966	1	1	336.179952180578	818.947968186189	1
FCN1	1	1	1	1	1	1	360.144871169899	1
FCN3	1	1	479.232733423181	1	1	1	1	1
FCRL5	1	1	1	1	1	399.211317180072	1	1
FDPS	1	182.050942376309	605.491782632222	1	1	363.137617719766	1	1
FER	1	1	1	1	1	1	1	716.809971210259
FERMT3	1	1	1	1	1	1	168.645316211757	154.301046205401
FGA	1	1	686.674704435594	1	1	1	1	1
FGB	1	1	1024.01310062086	1	1	1	1	1
FGFBP2	1	1	1	1037.17453744615	1	1	1	1
FGG	1	1	1211.79548617426	1	1	1	1	1
FGL1	1	1	561.273423042646	1	1	1	1	1
FGL2	1	1	1	1	1	1	488.05923604106	1
FIBP	1	1	1	1	1	177.620036218345	157.291643287975	419.258882263351
FKBP11	267.200345596016	1	1	375.482907882119	439.20077694459	2156.92481492845	1	1
FKBP3	1	1	275.11335024213	1	1	1	1	1
FKBP5	216.618048002388	210.720674757169	1	1	357.002979237016	1	212.661023010042	1
FLNA	1	1	1	228.124728048175	1	1	1	1
FLOT1	1	1	252.725375851075	1	1	1	162.557833186754	311.933919889035
FLT1	1	1	387.040111096427	1	1	1	1	1
FLT3LG	1	1	1	1	205.985794293674	1	1	1
FMNL1	1	161.242646728562	1	239.715056446883	1	191.939317841765	149.517136694609	1
FN1	1	1	591.684641542224	1	1	1	1	1
FNBP1	585.719848736478	484.229367690827	1	437.340230202024	441.768782041679	369.457919424289	351.283391196947	1
FNBP4	1	1	1	1	1	193.972619892534	1	1
FNDC3A	1	1	1	1	1	272.117264416431	1	1
FNDC3B	1	1	1	1	1	234.152500671289	1	1
FNIP2	1	1	1	1	1	1	233.367647360393	1
FO538757.2	1	1	1	1	1	1	1	230.87952934278
FOLR2	1	1	1	1	1	1	283.018824445812	1
FOPNL	1	1	1	1	1	1	1	208.652303172434
FOSL2	255.003827126771	208.17294435149	1	418.77103984169	256.153998535123	173.980094424273	445.498670611621	1
FOXN3	1	190.762329508984	1	1	1	1	1	1
FOXO3	1	1	1	1	1	214.819132019661	1	214.337827492994
FOXP3	1	215.787226161468	1	1	1	1	1	1
FPR1	1	1	1	1	1	1	195.335154356196	1
FPR3	1	1	1	1	1	1	146.829149488447	1
FRG1	1	197.120478421541	1	1	1	136.249210336001	133.278759538804	1
FRMD4B	1	239.216983102468	1	1	1	1	177.805922054238	1
FUOM	1	1	1	1	1	280.629379889951	197.583019961475	1
FUT8	1	1	1	1	1	176.088747871928	1	1
FXR1	1	1	1	1	1	1	152.086278041086	1
FXYD1	1	1	509.507611443952	1	1	1	1	1
FYB	881.033048928596	700.173987055151	1	507.070995323525	772.059339813586	139.062698228586	412.519052072609	1
FYN	746.264150377723	346.274041799478	1	600.802120999527	521.628706797305	192.326344249941	1	1
G0S2	1	1	406.930993240884	1	1	1	1043.69813109228	1
G3BP1	1	189.654259330042	1	1	1	1	172.662954927733	1
G6PD	1	1	1	1	1	1	1	419.258882263351
GABARAP	1	1	1	1	1	183.629213409669	224.804105504034	1
GABPB1	1	1	1	1	1	1	1	285.231656430217
GADD45A	1	375.8437185411	1	1	1	306.445661834448	1	1
GADD45G	1	216.906510382038	1	1	1	1	1	1
GADD45GIP1	1	176.567575753505	1	1	1	214.127319956661	1	1
GALC	1	1	1	1	1	1	1	650.290128342287
GALM	234.080664131664	230.315270235343	1	1	1	1	1	1
GATA2	1	1	1	1	1	1	1	885.466693113698
GATA3	277.211180149318	246.740231369101	1	263.775993511302	1	1	1	1
GATM	1	1	329.508488435868	1	1	1	1	1
GBP2	346.82225871386	598.930540933727	1	288.777070866835	231.515273502687	1	170.842976882864	1
GBP5	1	381.065038305648	1	1	1	223.171857662933	1	1
GC	1	1	1202.91077904709	1	1	1	1	1
GCA	1	1	1	1	1	1	238.337711237095	1
GCC2	426.702760763578	394.677455727143	1	320.763187725785	338.713208092491	279.488821362862	154.22463151146	1
GCHFR	1	1	273.89475099275	1	1	1	1	1
GEM	1	231.736168609622	1	1	1	1	1	1
GGH	1	1	288.79972914715	1	1	1	1	1
GIMAP4	233.82668840007	1	1	272.815319489868	397.132486901428	1	141.327667434528	1
GIMAP7	407.960011649961	210.429468013673	525.038866140865	438.118885798012	495.073933687808	1	1	1
GK	1	190.81601689253	1	1	1	1	219.344913328451	1
GLA	1	1	1	1	1	1	216.899727916615	230.673771873179
GLCCI1	1	196.396008534158	1	1	1	1	1	1
GLG1	1	150.003374310363	1	1	1	203.261366615022	1	1
GLIPR1	370.529103767062	370.007362534072	1	471.777141941691	546.718504918596	228.096076137298	442.553766616707	1
GLIPR2	1	1	1	246.512098522863	1	1	272.440686883676	1
GLRX	1	706.678117652835	1	1	217.305211818376	432.961482327094	246.433852449497	1
GLRX3	1	1	1	1	1	1	154.932427513238	1
GLS	1	1	1	1	1	1	163.191224900583	1
GLTSCR2	414.864871411985	241.281469381235	1	1	1	308.660518564186	1	1
GLUL	1	1	324.808376182454	1	295.09056846849	1	894.377873551878	2407.33360447213
GMPPA	1	1	1	1	1	181.75915351116	1	1
GMPPB	1	1	1	1	1	203.841536881359	1	1
GNA13	1	1	1	1	1	1	285.328015985312	1
GNAI2	1	1	336.17323395792	1	1	1	370.520228596163	1
GNAI3	1	184.909648646211	1	1	278.456624263445	1	248.946070235263	299.891206263991
GNB1	1	1	1	1	1	1	150.77689522932	1
GNG11	1	1	1259.40738357758	1	1	1	1	1
GNG2	353.390900636809	374.893540034852	1	564.496836737678	285.261189988083	214.517391002391	1	1
GNG7	1	1	1	1	1	451.854828784268	1	1
GNL1	1	1	1	1	1	1	1	218.598061890345
GNL3	1	1	1	1	1	240.359847971288	1	1
GNLY	1	1	1	3141.03606589726	1	229.17539128696	1	1
GOLGA4	1	1	263.681263811129	1	1	158.03064302769	1	1
GOLGB1	210.385054005933	1	1	1	1	176.600599392125	1	1
GORASP2	1	1	1	1	1	282.086689908455	1	1
GOSR1	1	1	1	1	1	1	1	143.061983247517
GOSR2	1	1	1	1	1	151.528950369001	1	1
GPATCH8	1	162.064676528614	1	222.333514782399	1	1	1	1
GPI	1	1	1	1	1	1	1	81.0759507301319
GPNMB	1	1	1	1	1	1	392.210071492952	1
GPR171	447.539439700656	287.39437804214	1	317.812185492105	750.024895427101	1	1	1
GPR18	243.910086710847	1	1	1	1	1	1	1
GPR183	362.264354237499	581.755291408497	1	1	938.026054888861	1	1071.69081273773	154.301046205401
GPSM3	560.236901318966	587.944033257197	1	518.958613725169	715.484587130299	249.875635815485	470.147943236702	1
GPX3	1	1	395.162261647411	1	1	1	1	1
GRHPR	1	1	287.030889202766	1	1	1	1	1
GRINA	1	1	1	1	1	1	207.950198414492	1
GRPEL1	1	1	1	1	1	1	1	219.388020441612
GSN	1	1	621.644822137758	1	1	1	344.513156826863	286.366185384963
GSPT1	255.635313866837	1	1	1	1	1	1	1
GSTA1	1	1	1215.47038480015	1	1	1	1	1
GSTA2	1	1	405.057930491202	1	1	1	1	1
GTF2B	364.063578756344	267.056375243992	1	1	299.335418957839	197.196134126825	139.352363094602	234.456284789099
GTF2I	1	1	269.943758260841	1	1	1	1	1
GTF3A	208.898799423406	1	1	1	228.009299003596	317.833589360316	1	1
GTF3C6	1	308.107635371869	241.815598789552	1	1	147.474458257569	202.160339724985	1
GUSB	1	1	1	1	1	207.212684910834	1	67.6335945398719
GZMA	1719.24305327586	377.153839460056	1	1821.04248065338	1034.71666978016	341.275949233618	1	1
GZMB	1	1	1	2569.5139089417	1	225.773881779067	246.525147619169	1
GZMH	587.908864936169	1	1	1611.16605349935	1	156.550876265041	1	1
GZMK	1655.51226370873	246.155288804216	1	653.258824945536	908.014268813888	198.514814249551	1	1
GZMM	541.856942749412	238.402701012826	1	763.885865597853	378.758700499743	1	1	1
H1F0	1	1	224.758846356234	1	1	1	1	397.192624378905
H2AFJ	1	201.415966122043	426.789961118526	235.994867095045	1	134.125208846439	212.940276383726	1
H2AFV	268.146968160663	163.101410493664	1	237.910237677885	1	309.67755370784	182.04988113339	1
H2AFY	1	143.050864095094	1	1	1	180.037038101868	402.711093773747	1
HADHA	1	254.739479394815	208.623354758487	1	1	1	253.601648586883	1
HADHB	1	176.032068582979	1	1	1	1	1	231.908157783616
HAVCR2	1	1	1	1	1	1	189.023621540124	1
HBB	1	1	1	515.21775457903	1	1	1	1
HBEGF	1	1	1	1	1	1	293.386620776887	1
HBP1	277.2442564729	335.145871580263	1	1	1	122.066870009782	1	200.900783619616
HBS1L	1	1	1	1	1	1	1	200.900783619616
HCFC1R1	1	1	205.354695739653	1	1	1	1	1
HCK	1	1	1	1	1	1	245.020354540284	1
HDC	1	1	1	1	1	1	1	529.476563984972
HDLBP	1	1	1	1	1	360.733025765836	1	1
HEG1	1	1	1	1	1	1	1	140.677087671552
HES1	1	1	1399.8265774765	1	1	1	401.257283540434	77.6265097809267
HEXIM1	200.627102875967	203.747106421527	1	1	1	1	1	418.783908473136
HIF1A	1	1	219.148260329432	1	1	1	374.36183963885	154.301046205401
HIGD1A	1	1	1	1	1	1	132.190192922229	1
HINT2	1	1	283.226392823705	1	1	264.481156278325	1	1
HIST1H1C	1	1	447.338851596003	1	1	501.49148331078	1	1
HIST1H2AC	1	1	1	1	1	362.600385578815	1	1
HIST1H2AE	1	1	1	1	1	194.40310710366	1	1
HIST1H2BD	1	1	1	1	1	281.003017218312	1	1
HIST1H2BG	1	1	1	1	1	423.42297274843	1	1
HLA.DMA	262.970091526089	215.523223574579	1	1	1	255.323422036182	1074.7772100114	1
HLA.DMB	1	1	1	1	1	1	624.902515882155	1
HLA.DQA1	399.444185432675	1	1	1	1	148.953283774554	1554.75408368173	1
HLA.DQA2	211.498010192401	1	1	1	1	1	770.541373053341	1
HLA.DQB1	438.947003432887	328.880367229823	1	1	1	263.930200333397	1734.02521152653	1
HMCES	1	1	1	1	1	162.173834959076	1	1
HMGCS1	1	1	1	1	1	1	1	208.785780445069
HMGCS2	1	1	351.716779776045	1	1	1	1	1
HMGN5	1	1	1	1	1	1	1	200.900783619616
HMOX1	1	1	1	1	1	1	346.474210194194	1
HMOX2	1	1	1	1	198.157896429198	1	1	137.1374250619
HNMT	1	1	1	1	1	1	278.906326955804	1
HNRNPD	1	1	1	1	1	245.748418668157	1	502.286117565518
HNRNPH2	1	246.917557275366	1	1	1	1	1	1
HNRNPLL	1	190.853735868213	1	1	1	1	1	1
HNRNPUL1	305.525097680871	171.917931269371	1	336.075011276287	452.718213650923	180.954174464172	171.480532698464	1
HOPX	280.590153373108	1	1	538.263309484987	302.800835121897	1	1	1
HP	1	1	1450.52366638343	1	1	1	1	1
HPD	1	1	545.515266973677	1	1	1	1	1
HPGD	1	1	1	1	1	1	1	2200.08255266111
HPGDS	1	1	1	1	1	1	1	2460.79565223737
HPRT1	1	218.55231868084	1	1	1	1	155.17514290248	1
HPX	1	1	558.97009155513	1	1	1	1	1
HRG	1	1	444.549109449882	1	1	1	1	1
HSD17B12	1	1	1	1	1	1	1	275.48484198728
HSD17B6	1	1	505.461852294384	1	1	1	1	1
HSD17B8	1	1	1	1	1	144.556199637633	1	1
HSH2D	1	1	1	1	1	193.849296533541	1	1
HSPA13	1	1	1	1	1	163.969731236692	1	1
HSPA6	1	1	525.462108851616	428.129440270425	711.731388948216	773.179353613829	481.975777529905	495.942473890475
HSPB11	237.884961194293	217.26859932127	1	205.880130201292	1	155.496116587492	1	405.60767357334
HSPG2	1	1	505.375698704347	1	1	1	1	1
HULC	1	1	449.433339157006	1	1	1	1	1
HUWE1	1	1	1	1	1	1	1	230.673771873179
HYAL2	1	1	435.414727044297	1	1	1	1	1
IAH1	1	1	1	1	1	1	178.553656591185	1
ICA1	1	479.150959696201	1	1	1	1	1	1
ICAM1	1	1	1	1	1	1	240.163232850607	442.242065234168
ICAM2	1	228.79430776435	334.050237495524	1	239.426247697868	589.459513140614	1	1
ICOS	306.336703421281	690.012909609651	1	1	257.12356966247	1	1	1
ID3	1	341.098174596973	904.14429921777	1	1	1	217.73418591037	1
IDH3B	1	1	1	1	1	1	164.568163367736	73.8445488567055
IDH3G	1	1	1	1	1	1	148.952794827128	1
IDNK	1	1	1	1	1	1	1	154.301046205401
IER3	1	1	292.430467150193	1	1	1	634.640926778128	208.652303172434
IER5	1	1	1	1	1	1	329.421890740205	1
IFI27	1	1	3791.18414651577	1	1	1	489.148032622945	1
IFI30	1	1	1	1	1	1	536.569730199232	1
IFI35	1	1	1	1	1	171.781556827535	1	1
IFI44L	1	1	293.535076258868	1	201.520019087232	1	183.548660004334	308.09780034962
IFITM1	1	1	1	263.038274634183	1	1	1	1
IFITM3	1	1	3748.23270043575	366.030307804291	1	1	1014.82904303376	797.674571724503
IFNAR1	1	1	1	1	1	245.487424688531	1	1
IFNAR2	1	1	1	1	1	320.323214545922	1	1
IFNG	513.702370909557	1	1	360.60811146588	321.453163987433	1	1	1
IFNGR1	213.103960789489	1	1	469.772869469905	300.77128280068	1	315.155471415076	494.244867460591
IFT20	1	1	1	1	1	256.619775217471	1	1
IFT57	1	1	1	1	1	120.335858896781	1	419.258882263351
IGBP1	1	218.164488529747	1	1	229.75805127109	251.767247002432	153.121211708803	1
IGF1	1	1	1	1	1	178.37978186346	1	1
IGFBP4	1	1	539.19783780667	1	1	1	1	1
IGFBP7	1	1	985.712878374845	1	1	1	1	1
IGHA1	1	209.665613174885	1	329.782917226877	1	1781.45767074008	1	1
IGHA2	1	1	1	1	1	782.639701593528	1	1
IGHG1	1	1	1	1	1	6040.15185809583	1	1
IGHG2	1	1	1	1	1	2140.86309845967	1	1
IGHG3	495.624702704232	372.642799975883	1	358.922759898176	1	5642.7017234536	1	1
IGHG4	938.264058234938	748.434554157264	1	588.569609279109	1	6737.45048372237	208.17319750783	1
IGHGP	1	1	1	1	1	1507.00317843811	1	1
IGHM	1	1	1	1	1	905.111511449386	1	1
IGKV1.12	1	1	1	1	1	469.823100010023	1	1
IGKV4.1	1	1	1	1	1	218.832447968113	1	1
IGLC3	1	1	1	1	1	3123.2031759724	1	1
IGLC6	1	1	1	1	1	212.773353756029	1	1
IGLC7	1	1	1	1	1	296.451508450963	1	1
IGLL5	1	1	1	1	1	361.39181240861	1	1
IGLV3.1	1	1	1	1	1	265.995609139682	1	1
IGLV6.57	1	1	1	1	1	455.329190469962	1	1
IGSF6	1	1	1	1	1	1	499.951534752312	1
IK	302.042959744092	334.237727908622	264.785669971972	384.392194180734	352.850424032758	1	223.145599491227	1
IKBIP	1	1	1	1	1	152.566964531295	1	1
IKZF3	261.807688293944	1	1	1	278.268484143244	129.533035884494	1	1
IL10RA	237.160641909572	368.953609630767	1	1	217.960182076609	1	174.096084507946	1
IL16	1	1	1	1	1	255.193555893848	1	1
IL18	1	1	1	1	1	1	207.112564962279	1
IL1B	1	1	1	1	1	1	710.61806530512	1
IL1RL1	1	1	1	1	1	1	1	1880.8058930372
IL1RN	1	1	1	1	1	1	297.768087532546	1
IL27RA	1	1	1	233.762741858429	1	1	1	1
IL2RA	1	455.239742700785	1	1	1	1	1	1
IL2RB	1	224.254857757425	1	315.511552925787	1	1	1	1
IL2RG	665.755643931183	1087.96685498772	1	820.376534766763	833.719092634042	514.806620039697	314.199821253397	1
IL6ST	1	207.055737809308	372.248383751494	1	1	206.867271473384	1	1
IL7R	757.801556568299	1086.75868987306	1	355.752605771233	1934.64910448811	1	231.58771869694	1
ILF3	1	170.251543744128	1	1	209.061927523972	193.202682318778	1	1
ILK	1	1	1	1	1	1	1	249.481653746558
IMP4	1	1	1	1	1	155.128875585425	1	1
INSIG1	1	1	462.119260266141	1	1	1	309.797522554365	1
INSIG2	1	1	1	1	1	136.8781902506	1	1
INSR	1	1	588.401185278164	1	1	1	1	1
INTS6	1	1	1	231.343541835193	274.616555394979	1	1	224.233567450289
IP6K2	1	1	1	1	1	1	1	320.51808795443
IQGAP2	253.751131202887	1	1	1	1	1	1	1
IRF2BP2	214.863079792771	1	1	1	1	144.530922193087	257.669951046386	1
IRF3	1	188.55643887803	1	1	1	183.281998725573	1	1
IRF7	1	1	1	1	1	176.845673848541	207.495948582675	1
IRF8	1	1	1	1	1	1	271.499755743998	1
IRF9	1	1	1	1	1	166.045521315743	1	1
IRS2	1	1	1	1	1	1	161.830605165844	1
ISCA1	289.491876681506	218.605339641698	1	227.165241052398	1	154.037213905128	1	1
ISG20	1218.13292322277	1127.05783058649	1	1407.36236054794	1189.90314917156	1704.8854604952	503.717080424301	1
ISOC1	1	1	1	1	1	1	1	140.677087671552
ITFG1	1	1	1	1	1	148.07847489192	1	224.661761831319
ITGA4	221.339052456134	1	1	1	1	1	1	1
ITGAE	1	1	1	1	1	198.144910139059	1	1
ITGAX	1	1	1	1	1	1	177.965245904577	1
ITGB2	558.824480653656	606.274743389601	1	729.846585039077	511.330610206968	219.500767103721	665.030124496712	1
ITIH1	1	1	315.461916350118	1	1	1	1	1
ITIH3	1	1	500.594153521894	1	1	1	1	1
ITK	207.00340353536	220.401003196508	1	1	241.690640146563	1	1	1
ITM2C	1	1	1	1	1	1529.29895133332	1	290.964337273921
IVNS1ABP	244.063739873266	228.580484501617	330.327679797239	322.110165908094	239.280873316559	1	220.018838845604	1
JAGN1	1	1	1	1	1	175.6395634828	1	1
JAK1	341.109301430561	215.00022359477	1	239.336146340399	225.141592381859	136.59543988686	1	1
JAML	351.385815659074	1	1	1	336.289497201212	1	313.563743842707	1
JARID2	1	1	1	1	1	1	152.072604621714	1
JCHAIN	1	1	1	1	1	3546.31331212192	1	1
