Mixture,Immune cluster,Hepatocytes,Fibroblasts,Endothelial Cells,Bi-Potent Cells,P-value,Correlation,RMSE
GSM2480436,0.0853495845770541,0.760127502902894,0.0557942536828836,0.0881387389321011,0.0105899199050672,0,0.572048922807023,0.922249352100782
GSM2480437,0.0102347610195431,0.82985239460289,0.0306768795089888,0.117541820896314,0.011694143972264,0,0.406578493835457,1.13564924264165
GSM2480438,0,0.903530635630736,0.0229596602217268,0.062586984545071,0.0109227196024667,0,0.521062692141998,1.07575934744566
GSM2480439,0,0.941301389156705,0.00936800351694579,0.0493306073263492,0,0,0.432654510750161,1.19976855265749
GSM2480440,0.112507728344503,0.695928031553159,0.0393410095831448,0.137700451384082,0.0145227791351112,0,0.46133196345672,0.995833418523248
GSM2480441,0,0.964142204024914,0.0166699478327702,0.0191878481423155,0,0,0.444195328060113,1.20741144100553
GSM2480442,0.211712877778973,0.455597456457779,0.0917192486327356,0.159410376676472,0.0815600404540403,0,0.343142654350062,0.9798819819636
GSM2480443,0,0.926466458914712,0.0159666291717838,0.057566911913504,0,0,0.440044414010306,1.17963448442328
GSM2480444,0.0983931545147886,0.693081028971991,0.0441688046925172,0.126220509666572,0.0381365021541321,0,0.537033880124055,0.92198407816017
GSM2480445,0,0.93173586841453,0.0169405953630419,0.051323536222428,0,0,0.386179248173631,1.23762206296019
GSM2480446,0.398748425095849,0.107945370943536,0.180535402131888,0.229229821837128,0.0835409799915993,0,0.490760147765461,0.88409614047135
GSM2480447,0.0203363064127044,0.866896321230618,0.0320939125389009,0.0804509596774833,0.000222500140293485,0,0.350618745575582,1.21699371005848
GSM2480448,0.106519477618985,0.765593349860935,0.0267473419122888,0.0665322466968473,0.0346075839109437,0,0.625013034164045,0.866781021266358
GSM2480449,0,0.906239181140141,0.0181631640743001,0.0740807956830559,0.00151685910250318,0,0.384493820498448,1.21767864258741
GSM2480450,0.0185022618198699,0.835774627801969,0.0327209398950594,0.105398896983218,0.00760327349988382,0,0.391472664150459,1.15432268193323
GSM2480451,0,0.957433772255248,0.0153304129815655,0.0272358147631867,0,0,0.419902381142325,1.22640275262431
GSM2480452,0.205361367416179,0.493902666814033,0.0716128623379469,0.171546973756661,0.057576129675181,0,0.517246818875304,0.868959417462476
GSM2480453,0,0.917652210926937,0.017331532003156,0.0650162570699066,0,0,0.418633294195018,1.19380462791181
GSM2480454,0.107134428307209,0.660052243748943,0.073431569217401,0.11903875483155,0.0403430038948971,0,0.652450208436894,0.788298081230946
GSM2480455,0,0.920769962910799,0.0316851749406681,0.0475448621485331,0,0,0.341909728102379,1.27016224812182
GSM2480456,0.109770486120298,0.710566442688883,0.0593539120201266,0.0924629318053145,0.0278462273653773,0,0.609292977347168,0.855876260594403
GSM2480457,0,0.928017502583745,0.0294945990208932,0.0395091418585123,0.00297875653684912,0,0.396046833918562,1.22448521590597
GSM2480458,0.105459881504921,0.581258913594086,0.109951809469299,0.14643297598872,0.0568964194429739,0,0.555287326964753,0.859385253973034
GSM2480459,0,0.944723263581496,0.0149528635970763,0.0403238728214275,0,0,0.360826110042157,1.27343602386313
GSM2480460,0.0922160195297177,0.700812395581747,0.0587337700649873,0.129940368790562,0.0182974460329865,0,0.480479079522349,0.980350599879923
GSM2480461,0,0.885557994720125,0.0179698237396776,0.0917624743554126,0.00470970718478485,0,0.39390374081444,1.19161172154251
GSM2480462,0.0265077726593036,0.771877160087554,0.0753331270684996,0.0946283342698543,0.0316536059147887,0,0.418481695133938,1.08172920751716
GSM2480463,0,0.966965681396092,0.00849907772205509,0.0245352408818529,0,0,0.366281887861754,1.28805167161524
GSM2480464,0.0550429916483544,0.780812442205181,0.0462282851895693,0.110346327949953,0.00756995300694197,0,0.517475011201262,0.992175620675693
GSM2480465,0,0.986084754993221,0.00742652806381996,0.00648871694295947,0,0,0.401928133488946,1.27007370932107
GSM2480466,0.35305002391743,0.453419589936301,0.0549722461335575,0.106435299058191,0.0321228409545206,0,0.463101881338937,0.902279889200256
GSM2480467,0.0653580506221857,0.781795067160437,0.0326043051639737,0.112486175348198,0.00775640170520561,0,0.365916202041558,1.13764711771406
GSM2480468,0.101718673285482,0.69458031122648,0.0378945126941549,0.123993195316654,0.0418133074772297,0,0.582510830155331,0.876969039812573
GSM2480469,0.0155599714769466,0.886415220208831,0.0186526910868352,0.078976031524671,0.000396085702716164,0,0.408745013895124,1.17798560356141
GSM2480470,0.199638550267532,0.522434575999115,0.0535337006114134,0.128861281951444,0.0955318911704959,0,0.380592102239263,0.979012430830743
GSM2480471,0.0466168001318256,0.744994375878225,0.0583170686563472,0.129421698944892,0.0206500563887103,0,0.448541337009566,1.03650691404162
GSM2480472,0.0525132941568443,0.802388169663669,0.0236435860702616,0.112783483133793,0.00867146697543166,0,0.399358650586355,1.12228694588417
GSM2480473,0,0.962098292852529,0.00962937389846197,0.0282723332490087,0,0,0.401721785541986,1.24884548775078
GSM2480474,0.111802527506726,0.519440038789438,0.184816356119109,0.150123058309719,0.0338180192750083,0,0.398035872208022,0.966495668029918
GSM2480475,0,0.935016823674088,0.0217601581592606,0.0432230181666512,0,0,0.401576375650543,1.22522355819621
GSM2480476,0.183957889200828,0.494596403105346,0.120734574777382,0.149469291232009,0.0512418416844356,0,0.534465789914922,0.855642200775739
GSM2480477,0.0135155887550465,0.896525727975933,0.0203334315135203,0.0696252517554997,0,0,0.426276207042899,1.16884632366239
