NAME	Other	Kupffer cells	TM1	SAMs	T cells	cDC2	cDC1	B cells
CPVL	1	1451.71665031132	418.140111698391	509.959008135206	1	676.895336989581	3450.78684226377	1
CREB3L2	1	1	1	1	1	1	1	713.760399310195
CREBBP	1	1	1	1	342.840383860125	1	114.801676369721	1
CREG1	167.679314193095	1342.61867648055	228.462887945619	638.750720606449	1	1	1	1
CRELD2	1	1	1	1	1	1	1	385.437702692388
CREM	1	1	1	1	663.505803633454	411.896005655359	1	1
CRHBP	628.150918648598	1	1	1	1	1	1	1
CRIP1	491.856996438004	1	1	1	776.651877669124	426.251792555104	778.894441148497	492.004999958867
CRIP2	482.530180464424	1	1	1	1	1	1	1
CRP	420.645583790343	1	1	1	1	1	1	1
CRTAP	1	1	1	218.587521634629	1	247.343492325062	1	1
CRYBG1	1	1	1	1	333.767698640619	152.912837378082	183.187644398054	1
CSF1R	1	1039.95287898029	460.989480639174	636.103356756156	1	530.484146322546	1	1
CSF2RA	1	1	1	199.673015670906	1	344.616582202716	337.745031191048	1
CSK	1	1	1	1	1	1	215.877856905602	1
CSNK1D	1	1	1	1	1	1	167.394490433873	1
CSNK2B	229.239518348437	1	1	216.701682340507	1	1	251.763009721629	1
CSRNP1	1	1	444.138854618557	1	265.864553177224	229.895843224829	194.62104194063	1
CST3	1409.17436967796	7743.14707682923	3291.98156354942	3337.91605965646	1	5605.19760023324	12750.8381510044	213.964166382502
CST7	1	1	1	1	687.752683502583	1	114.977904482661	1
CSTA	1	1	353.057520868083	1	1	1	1	1
CSTB	334.357960409108	566.237985191238	710.480523158654	1459.32822021048	1	405.588794883414	308.990385045516	1
CTAGE5	1	1	1	1	1	1	1	1170.49599646543
CTGF	920.605780224396	1	1	1	1	1	1	1
CTNNA1	331.74044509691	1	1	184.878631199634	1	1	1	1
CTNND1	231.494618768949	1	1	1	1	1	1	1
CTSA	184.625983675915	411.035163146469	1	432.508270145731	1	1	1	1
CTSB	699.27930113102	9319.33459006451	2269.68428303862	5904.90486230758	324.717400539112	1203.31929382143	1	214.872684457723
CTSC	315.630989319953	937.088840951729	429.234483961798	689.130061251551	391.040211469311	247.074819378791	1	1
CTSH	1	240.606409738417	463.776499073651	710.039741568735	1	705.221338819411	207.277094180863	262.72745612213
CTSL	536.267355764662	849.184871494676	377.377159146064	852.389663963194	1	1	1	1
CTSS	1	3191.66793156421	2414.69130696044	1722.20349342141	1	1063.31540567668	666.696924305929	595.536056046149
CTSW	1	1	1	1	335.207692734243	1	1	1
CTSZ	1	240.989334127402	1	176.896750758704	1	1	209.193661455635	1
CU639417.1	1	1	1	1	1	1	1	169.934515017873
CUTA	1	1	1	1	1	1	1	306.141567192137
CUX1	1	1	1	1	1	1	187.105165801135	1
CXCL12	1	1079.85381246678	1	1	1	1	1	1
CXCL16	1	741.162548570817	498.979230404276	725.22000272519	1	446.445354435145	391.827403863624	1
CXCL2	236.597867436694	1	551.511832389848	435.934372952526	1	1	1	1
CXCL8	1	1	1076.98158502499	828.55624222199	1	446.210306814537	257.455362832303	1
CXCR4	1	526.670768410979	1345.90195489527	1192.65348325307	3599.57714454338	2276.33514127378	1620.39555898338	1660.16437256698
CYB5A	294.861803492788	1	1	1	1	1	1	1
CYB5R3	460.956775134865	1	1	235.886204410101	1	189.329254562972	242.436433685081	247.388399769666
CYCS	271.590753001936	1	1	253.124903531717	361.685303852787	223.142513035587	1	243.081269859713
CYR61	733.040882546001	1	1	1	1	1	1	1
CYSTM1	212.28933407555	1	1	1	1	1	1	1
CYTIP	1	1	341.201866172754	1	603.117563559472	317.3403374463	176.867414536015	404.128182999967
DAD1	329.103042443283	1	1	1	1	1	1	336.009903530781
DAGLB	292.113523060261	1	1	237.422253809558	1	197.932022148732	1	347.247634265263
DAP	1	1	1	1	1	1	201.514275488534	1
DAZAP2	335.444281675012	302.652829004094	602.180378062295	405.708402943971	351.161002545332	317.512561913432	66.2825232432951	1
DBI	321.367815172539	211.149768572156	1	414.467105995725	1	257.371874780158	245.588165546737	1
DBNL	1	1	1	1	1	198.84622609231	339.033045697162	1
DCN	1901.31208889021	1	1	1	1	1	1	1
DDIT4	1	1	1	236.387437533934	449.421808368912	340.108116361021	218.813158780604	547.9323018725
DDT	175.938750776117	1	1	1	1	1	302.664783860847	1
DDX21	228.941824381991	1	330.230058976969	1	1	215.882421186943	332.423193520734	1
DDX3X	1	1	1	1	1	1	197.281074084268	1
DECR1	210.955675978654	1	1	1	1	1	1	1
DEFB1	976.179793305599	1	1	1	1	1	1	1
DENND1B	1	1	1	1	1	1	176.201579252035	1
DERL1	1	1	1	1	1	1	1	286.436563539293
DERL3	1	1	1	1	1	1	1	1935.0182479925
DHRS7	217.292920230915	1	1	218.487132208487	1	1	1	228.387821265117
DIAPH1	1	1	1	1	323.788650109519	1	240.895712306533	1
DLC1	234.053982982253	1	1	1	1	1	1	1
DNAJB11	1	1	1	1	1	1	1	376.820814625737
DNAJB6	1	1	226.508429426811	208.365236049062	1	1	155.348460257617	1
DNAJB9	1	1	1	1	1	1	1	465.796088155825
DNAJC1	1	1	1	1	1	1	1	323.93166365728
DNAJC15	1	1	1	1	1	1	179.700372108209	220.34529473139
DNAJC3	1	1	1	1	1	1	1	279.346460090421
DNASE1	230.019559896667	269.003314439254	1	1	1	1	210.850596605002	668.694590762488
DNASE1L3	1192.70606462879	1	1	1	1	1	898.813537747204	1
DNMT3A	317.682298910441	314.866244479878	331.731049355639	211.786562307803	373.936079621747	258.851837976944	1	604.48343150453
DOCK2	1	1	1	1	1	1	217.811636472574	1
DOCK8	1	1	1	1	1	142.527004275084	1	1
DOK2	1	216.750658464586	1	1	1	1	1	1
DPM3	1	1	1	1	1	1	1	248.746369131613
DPP7	1	1	1	1	1	1	1	224.471503596749
DPYSL2	1	1	1	272.595731157956	1	213.60411303781	234.271236826766	1
DSE	1	1	1	1	1	245.85379303342	120.029178208096	1
DSP	232.214332634722	1	1	1	1	1	1	1
DST	328.247545019084	234.601644966627	1	1	1	1	138.566368767879	1
DSTN	912.513282733835	1	1	1	1	1	182.946394638193	268.577033388727
DUSP2	1	1	804.175397185801	626.031078525355	1244.36463472965	451.000200985528	746.056204272786	376.192554861876
DUSP4	1	1	1	1	1	1	257.986011207526	1
DUSP5	1	1	1	1	1	1	1	457.202975754118
DUSP6	255.174065769884	1	1	1	1	1	1	1
DYNC1H1	238.485042192611	1	1	1	1	1	1	1
DYNLRB1	369.222716547072	1	1	1	328.726102520513	1	1	1
ECH1	266.902147430383	1	1	1	1	1	1	237.82887852641
ECHS1	226.703799922143	1	1	1	1	1	1	1
EFHD2	1	290.57874521886	482.877495835807	221.516046358705	1	384.223565730985	193.807790649005	1
EGR1	827.697594158156	348.516596763598	1	653.82141419078	1	381.24713331351	1	585.571904152598
EI24	188.626223474356	1	1	1	1	1	1	1
EID1	308.354465671617	1	1	1	1	1	1	1
EIF1AX	195.844099703321	1	1	1	1	1	1	1
EIF1B	1	1	1	1	1	1	123.706697728287	1
EIF2A	1	1	1	1	1	1	302.700515068815	245.222514388033
EIF2AK1	1	1	1	1	1	1	1	141.289546973776
EIF2S2	304.162160896802	1	1	241.836275032612	1	1	223.541597789318	234.65398405447
EIF3D	208.821740142934	279.842106666812	1	226.687358689127	1	241.595395752612	424.074699163865	1
EIF3F	190.666223047353	1	1	1	305.946959152634	305.737361364362	255.708089831558	261.087613731797
EIF3G	1	1	1	1	1	232.887031506609	163.157830923949	216.310946811513
EIF3I	228.777846426818	1	1	214.718919665661	1	243.494843060298	236.20598916865	195.983471383375
EIF3M	192.443836213405	1	276.371385724747	1	1	211.528494110901	313.236347207411	1
EIF4A2	435.961668648701	1	1	237.68219055541	506.659496820316	361.77383859625	223.846421231396	341.399425459366
EIF4A3	1	1	1	252.34147780391	1	1	1	1
EIF4EBP2	156.547595693364	1	1	1	1	176.900555142121	182.648282174426	1
EIF4H	183.861810180655	1	1	1	1	151.344810448468	213.643596369816	1
EIF5A	263.977113917994	220.695988171016	1	226.385787490979	1	178.693638318751	215.263584730566	1
EIF5AL1	166.159426518741	1	1	1	1	1	176.722880510816	1
EIF5B	283.631679433326	247.796736672928	1	1	1	1	106.378137455007	258.671315517522
ELF1	1	260.07436481487	257.245534499564	274.69733193163	392.735044497796	204.257617553498	1	1
ELF3	245.991340279796	1	1	1	1	1	1	1
ELL2	1	239.144052845013	1	255.777967040468	1	1	1	569.878447241232
ELOC	1	1	1	1	1	1	137.795939306373	1
ELOVL5	1	1	1	1	1	1	319.487344194842	1
EMB	1	1	1	1	533.45308601935	1	1	1
EMC4	201.441703574833	1	1	1	1	1	1	187.336294831906
EMILIN2	1	1	205.655462630529	200.844024618682	1	175.511603086349	1	1
EMP1	527.920928328085	1	1	1	1	1	1	1
EMP3	1	1	469.662261683636	260.475227562027	1	171.216737434516	1	278.225566848395
ENG	923.849094484918	1	1	1	1	1	1	1
ENPP1	1	1	1	1	1	1	225.229014060971	1
ENSA	248.971127884889	1	1	1	1	1	316.055060420001	1
ENY2	1	1	1	1	1	1	113.999697257785	1
EP300	1	1	1	1	1	1	184.26855267263	1
EPAS1	616.795006770509	1	1	1	1	1	1	1
EPB41L2	1	461.764793807233	1	243.997776439941	1	1	1	1
EPCAM	483.212645906717	1	1	1	1	1	1	1
EPHX1	220.683484014186	1	1	1	1	1	1	1
EPRS	1	1	1	1	1	1	1	321.229095859317
ERBIN	1	1	1	1	1	1	116.275658319022	1
EREG	1	1	520.48510960703	1	1	1	1	1
ERGIC3	271.713280947263	1	1	1	1	177.612712184583	1	873.022287658997
ERLEC1	1	1	1	1	1	1	1	597.049640021431
ERP29	1	1	1	1	1	1	102.014016752537	344.50096126642
ERP44	1	1	1	1	1	1	191.007483894121	1
ERRFI1	300.701811957788	1	1	1	1	1	1	1
ESD	240.434165991826	1	1	1	1	1	1	1
ETF1	1	1	276.342200972712	1	1	1	1	1
ETFB	222.0133843782	1	1	1	1	1	1	1
ETS1	266.975757328964	1	1	1	1438.64037322937	1	1	1
ETS2	301.779703741643	367.973731803091	554.870681310137	397.374319857575	1	407.859165387598	1	1
ETV6	1	1	1	1	1	162.608096664659	215.581000252319	1
EVI2B	1	276.138133922322	567.221427869255	337.012005931565	1	382.577530172735	629.241794611931	390.574869758885
EVL	1	1	1	1	432.307336241958	1	271.090715602004	1
EZR	204.370465615097	1	384.404354307995	1	626.248673333536	384.546764954908	199.066578991229	810.313416731423
F11R	1	1	1	1	1	1	214.069091495689	1
F2R	386.243145530326	1	1	1	1	1	1	1
FABP1	613.326986697302	1	1	1	1	1	1	1
FAM107B	1	1	1	1	309.256604476985	1	1	202.274012020815
FAM120A	1	1	1	1	1	1	159.891276188115	1
FAM129A	1	1	1	1	1	1	125.537627803542	1
FAM241A	181.173551783289	1	1	1	267.245034277989	238.843695575829	219.943961902773	1
FAM46C	1	1	1	1	305.29769346022	1	1	828.083703500461
FAM49A	1	1	243.574166141165	1	1	1	1	1
FAM49B	1	1	342.477860835511	405.017185749221	1	369.51408787123	225.792036862276	1
FAM96A	1	1	1	1	1	1	239.539884611052	1
FBL	241.229973562171	1	1	1	368.451509633552	210.645026352463	290.930558270837	1
FBP1	1	1	389.175867142182	314.305836661706	1	1	1	1
FBXW7	1	1	1	1	1	1	1	314.910498769584
FCER1A	1	1	1	1	1	609.038599740955	1	1
FCER1G	1	2084.97042556812	1294.23643085675	1335.87649750741	1	729.605788365873	1	1
FCGR1A	1	1	1	317.964597105845	1	1	1	1
FCGR1B	1	1	1	282.556614319119	1	1	1	1
FCGR2A	1	321.592736995597	603.50029177538	909.203727747589	1	690.153569145797	1	1
FCGR2B	1	1	1	291.206564439379	1	339.391922092684	1	1
FCGR3A	1	2263.57045743909	1037.69606449679	1374.88562631055	1	345.079782711348	1	1
FCGR3B	1	312.279129231548	1	1	1	1	1	1
FCGRT	353.590347255967	1909.18543919263	332.137679382003	595.059672077329	1	383.559047582153	340.135722079802	1
FCHO2	1	214.861733717181	1	1	1	1	1	1
FCN1	1	1	2114.65787655865	1	1	1	1	1
FCN3	1163.66241959747	1	1	1	1	1	1	1
FCRL5	1	1	1	1	1	1	1	427.331835168168
FERMT3	1	1	299.652233850811	1	1	1	1	1
FGA	711.944817750582	1	1	1	1	1	1	1
FGB	987.418080774191	1	1	1	1	1	1	1
FGD2	1	1	1	1	1	1	144.286108406549	1
FGG	1164.00265541381	1	1	1	1	1	1	1
FGL2	1	803.311908631311	655.871687893057	444.140670821666	1	793.002273658994	894.10485636166	1
FGR	1	1	759.08921487941	202.124974529457	1	297.930055112158	164.469966498327	1
FILIP1L	1	330.310719476336	1	1	1	205.976023478445	1	1
FKBP1C	208.273679282098	1	224.66996971181	1	1	1	1	1
FKBP2	211.986492176651	1	1	1	1	1	1	1161.59191685385
FLI1	1	1	1	1	1	1	183.848459380929	1
FLNA	376.520589664813	1	1	1	1	1	1	1
FLOT1	181.270729923131	1	1	1	1	1	1	1
FLOT2	1	1	1	1	1	1	109.672882637204	1
FLT1	328.196216797746	1	1	1	1	1	1	1
FLT3	1	1	1	1	1	1	695.423617938232	1
FMNL1	1	1	1	1	1	232.031160840966	138.661956710947	1
FMNL2	1	1	1	1	1	1	349.478263745011	1
FN1	1840.45464114327	1	509.254421070948	818.352548268999	1	1	1	1
FNBP1	1	357.240265567376	1	1	432.409285110742	235.154920880293	822.629789232085	184.192844567589
FNDC3B	1	1	1	1	1	1	1	299.897403314169
FNIP2	1	1	1	1	1	1	191.519961356615	1
FOLR2	1	867.739749121311	1	1	1	1	1	1
FOSL2	1	1	237.911558375661	1	1	200.648711555296	1	1
FOXN3	1	1	1	1	1	251.676388663596	1	1
FOXO3	1	1	1	1	1	1	1	253.893766627732
FOXP1	291.084013241606	1	1	1	397.52665540104	189.845228350702	139.806634912265	170.967183639006
FPR1	1	286.365714533899	631.758574292441	194.035805261634	1	254.063201291471	1	1
FPR3	1	268.077257042302	1	322.326238993256	1	206.970904613358	1	1
FRMD4A	1	448.606877004261	1	1	1	1	1	1
FRMD4B	1	243.930425231849	1	1	1	1	1	1
FSTL1	349.136289081761	1	1	1	1	1	1	1
FTL	3409.21162924052	53098.2390845454	15802.3223608435	32768.7611075552	3039.0349747346	8395.64695395605	2565.17807998265	5320.85647602864
FUCA1	1	435.381928421385	1	219.499604138311	1	1	1	1
FUS	231.389430343395	1	1	1	334.584385984449	1	1	1
FUT8	1	1	1	1	1	1	1	166.510799839083
FXR1	1	1	1	1	1	1	116.833303306321	1
FXYD2	751.440308894737	1	1	1	1	1	1	1
FYB1	1	755.234554176424	829.462290500892	815.394975099226	518.12076589614	406.646860200827	1	1
FYN	1	1	1	1	847.502417852101	1	1	1
G0S2	1	1	776.974825781994	1	1	1	1	1
G3BP2	1	1	1	1	1	1	211.578291051817	1
GAA	1	232.229339301151	1	1	1	1	1	1
GADD45A	201.918409348277	1	1	1	1	1	1	186.966317743035
GAS6	1	1	1	1	1	1	1	186.328137657201
GATM	216.397799524745	1	1	1	1	1	1	1
GBP1	1	341.847882176157	1	1	1	1	1	1
GBP2	1	265.11660040305	280.948412970334	1	1	1	1	1
GC	834.283106822297	1	1	1	1	1	1	1
GCDH	1	1	1	1	1	1	186.718142483419	1
GGACT	249.075768011451	1	1	185.838775785729	516.112388195765	280.329718931169	232.426511313019	385.098275321742
GGNBP2	1	1	1	1	1	1	124.521473806392	1
GHITM	236.575060781743	1	1	1	1	198.182983310789	179.027978732147	338.804567954858
GIMAP1.GIMAP5	1	285.748952074103	1	1	1	1	1	1
GIMAP4	1	305.951216713086	1	1	1	1	1	1
GLCCI1	1	1	1	1	1	1	1	243.755439086957
GLG1	1	1	1	1	1	1	192.515302007666	273.954051100755
GLIPR1	1	218.375458248764	285.437086542789	312.302582951099	1	293.135190370002	395.476518203813	1
GLO1	1	1	1	1	1	1	1	225.375952665699
GLRX	1	1	1	228.994715019014	1	1	1	443.010834872893
GLUL	491.488039937628	1852.07487781625	1199.29594940656	1879.28817527391	390.817952140818	801.83070791305	1	1
GM2A	1	347.489439658427	1	561.070574788783	1	1	233.182104909141	1
GMFG	1	208.368062344327	420.409161244327	280.275089777699	471.539155502571	266.301286877946	183.864770830918	291.088478166776
GMPPA	1	1	1	1	1	1	1	789.365938588261
GNA13	1	1	1	1	1	316.197780276331	96.5472509665128	1
GNAL	1	1	335.566464634057	212.252582489478	1	425.069342864053	210.189249069365	1
GNAQ	1	1	381.219114189093	1	1	323.121867787828	1	1
GNB2	1	1	245.871318022302	1	1	1	345.833553697549	1
GNG11	416.586034796115	1	1	1	1	1	1	1
GNG7	1	1	1	1	1	1	1	189.283596241374
GNS	1	349.74986873343	349.136419775011	334.042873366675	1	1	1	1
GOLGA4	253.248154256275	241.971728287146	1	1	1	1	1	296.83590446041
GOLGB1	305.167949093634	1	1	1	1	1	185.974655973099	301.651328307067
GORASP2	1	1	1	1	1	1	1	174.290138548811
GPAA1	1	1	1	1	1	1	105.043027000627	1
GPNMB	1	668.677764560931	1	1539.33101441429	1	1	1	1
GPR183	1	1	592.930559949765	428.963700739505	1	1074.57026162781	150.279217223553	1
GPR65	1	1	1	1	495.831418670419	1	100.003868073845	1
GPSM3	1	1	1	1	293.999248948151	1	1	1
GPX1	408.518573491055	2520.36107561116	1353.55183213472	2876.94715504444	1	1940.27465473788	789.773928780558	264.704048639962
GPX3	459.434096599739	1	1	1	1	1	1	1
GPX4	516.839101193933	423.996708481571	351.566432725464	811.959821139776	1	540.686779394315	79.0167375774556	530.585577244889
GRASP	1	1	1	1	1	311.418020944157	1	1
GRB2	1	357.010131573075	402.352168728667	373.152788163184	1	288.308689016715	1	287.80430869284
GREM1	1	1	1	1	1	1	1	357.186189659747
GRHPR	175.445267796056	1	1	1	1	1	1	1
GRINA	1	513.894766136944	435.217660173963	474.779149189272	1	235.023010278216	132.761108725661	1
GRN	264.550488438009	1311.59600003567	786.400140768576	1505.76528348853	1	794.766910862114	595.297452324517	328.26251791247
GSN	450.911738050403	1	1	416.446511303855	1	455.656194180499	1	1
GSPT1	194.234974259364	1	1	1	271.048110852082	244.065109920317	149.411151911243	1
GSTK1	220.21574537567	1	1	199.309505255821	319.328837919863	1	138.196225604107	1
GSTO1	297.164740630464	197.068630193344	261.210378580509	418.380844197214	1	182.801422691181	1	1
GTF3A	1	1	1	1	308.895106347267	1	101.479416614221	177.133802440669
GTF3C6	1	1	1	1	1	1	226.699133205066	1
GUK1	325.959244993013	1	1	178.306389231032	396.204919314919	202.556632607997	1	165.492500279255
GXYLT2	1	466.084744054578	1088.29330625557	540.690561619522	1	317.867612907503	142.268878667011	1
GZMA	1	1	1	1	996.288501788948	1	1	1
GZMB	1	1	1	1	544.064213131792	1	1	1
GZMK	1	1	1	1	393.544529965015	1	1	1
H1FX	189.738931238062	1	1	1	1	1	1	928.36947775375
H2AFV	191.937476467402	1	1	1	1	1	273.328990809015	219.499053971315
H2AFZ	300.454113442306	1	1	1	341.784495913392	300.454548978115	155.205618118846	418.165599430399
H3F3C	188.079722239927	1	279.645931490347	244.710709480641	264.193392323192	207.770649792735	213.099086688933	1
HADHA	250.835305350655	1	1	284.79684070554	1	293.723894550385	1	1
HAVCR2	1	1	1	212.364527195592	1	183.309566187117	242.994765054817	1
HAX1	1	1	1	1	1	1	1	236.988514285073
HBB	1	1	1	1	4926.09627639307	1	1	1
HBEGF	1	230.435673106488	458.728090483675	323.262784236965	1	664.834214655909	1	1
HCK	1	304.267571506292	362.339189504064	318.456729274676	1	257.44396815226	197.969847925649	1
HCLS1	1	530.753322175498	600.823645988969	527.197985847029	1	540.866846192328	421.930703733768	172.229562301452
HCST	1	1	236.821874221574	282.097057002541	574.362241666532	249.718518355954	1	1
HDAC9	1	1	1	1	1	1	217.831208815738	1
HDGF	311.799204405026	1	1	214.980579376807	1	1	329.268552375099	1
HDLBP	390.790771434127	1	1	1	1	180.993076699334	1	904.648171706826
HERPUD1	226.057436484198	537.093081037513	421.546340474868	963.004931516168	254.701234471132	1297.33037951877	429.014891559971	4135.57024450933
HES1	255.511977802427	1	1	1	1	1	1	1
HEXB	1	1	1	321.977708862416	1	237.068386949985	1	1
HEXIM1	1	1	1	1	335.605937852165	1	215.779697631986	1
HIF1A	1	1	1	337.815060035198	1	255.655133465412	1	1
HIST1H1C	258.052859773019	1	1	1	1	1	1	1
HIST1H4C	488.641827270857	1	1	1	550.90060097391	269.555298422271	180.916607690949	744.406222102412
HLA.DMB	1	591.800187633756	349.880481542223	786.358192890019	1	855.655910996957	562.274877204162	1
HLA.DOA	1	246.058970878965	1	348.513377412222	1	308.872074076879	457.73706681188	1
HLA.DOB	1	1	1	1	1	1	402.49163378278	239.379948309259
HLA.DPA1	340.210663980235	5628.11398614095	2810.4068462356	7350.181010305	365.20763288571	9485.95825511573	12161.2279949935	289.161174295522
HLA.DPB1	1	3593.49071838605	2194.58271991526	5037.95265772684	438.331115086165	8017.18039793939	11080.1850907138	1
HLA.DQA1	1	1996.8750491265	648.030161358704	2386.84379487774	1	3721.03942160774	4149.6541492719	1
HLA.DQA2	1	368.034752682879	1	720.028882597833	1	618.544585528678	523.054076861592	1
HLA.DQB1	1	1933.16966044189	768.052308549437	2551.81533047774	369.454606031446	4156.75972457665	5386.49803318968	1
HLA.DQB2	1	1	1	257.072224074668	1	368.087379472134	396.371399796506	1
HLA.DRA	389.955228814889	7287.12832160175	4607.30163086849	9111.19559037073	351.948727383994	11802.7238981623	12235.5152464246	316.850169598077
HLA.DRB1	519.795109936262	6893.23513544677	4127.25725139407	8079.87082133952	546.103797209791	10071.6029347922	13026.5651743472	226.082214770738
HLA.DRB5	1	925.806022320659	843.938838253343	1437.96927785163	1	1721.99924565653	1908.86000048913	1
HLA.F	1	377.538058430349	292.743394870424	235.774364338191	472.184312415852	215.221105037611	144.799637118934	1
HM13	1	1	1	211.765988677328	1	1	226.721082847521	547.371396930507
HMCES	1	1	1	1	1	1	1	247.646672605625
HMGA1	1	1	1	1	1	1	318.033360767161	1
HMGB2	1	1	1	1	327.876140389386	1	1	1
HMGN1	264.285208772692	1	1	260.552249827422	290.282780053264	360.760608312647	359.291083244353	240.659913408505
HMGN2	1	1	1	1	1	1	164.187227634465	1
HMGN3	211.640662434528	1	1	1	1	1	1	1
HMOX1	1	1618.33281356991	1	528.115825822091	1	1	1	1
HNRNPA3	310.186251501463	1	1	195.714688464192	424.28627016794	253.227824964638	112.321289306086	1
HNRNPAB	259.91413991781	1	1	1	1	192.881861023823	135.158690857129	1
HNRNPF	261.91784757778	1	1	1	1	220.01780741556	110.833394136989	1
HNRNPM	218.018454554032	1	1	1	1	238.238086913379	1	1
HNRNPUL1	224.543685375616	1	1	218.150296277497	316.548575615279	229.454047930365	256.987426155048	290.709958350901
HNRNPUL2.BSCL2	1	1	1	1	1	1	1	192.673442265523
HOOK2	225.980476026977	1	1	1	1	1	1	196.802336629624
HP	2469.89472676504	588.754379267792	1	1	531.373647816029	1	346.352561239493	197.859210844494
HP1BP3	213.71884282209	1	1	1	1	1	1	1
HSBP1	224.664802703016	1	1	1	1	1	1	1
HSH2D	1	1	1	1	1	1	1	315.371149985054
HSP90B1	1177.71256959434	744.925334513593	513.746747078007	777.569220315865	576.254298138543	472.365200974872	404.940862829953	5246.26190466126
HSPA9	197.569377568584	1	1	1	1	1	184.893038446819	1
HSPE1	411.723144872212	1	1	447.686733057619	480.131848901661	293.555751140444	275.277376887291	343.431451534339
HSPG2	394.118525069114	1	1	1	1	1	1	1
HSPH1	254.557583044887	1	390.129203529553	655.721414844133	829.0476130082	393.136636538296	361.001538412014	1
HTRA1	1	1	1	319.601930510166	1	1	1	1
HYAL2	302.695787029122	1	1	1	1	1	1	1
HYOU1	1	1	1	1	1	1	1	196.483731003362
IAH1	1	1	1	1	1	1	106.581548342087	1
ICAM1	1	290.551891412514	1	1	1	1	1	1
ICAM2	1	1	1	1	1	1	1	273.830491860434
ICAM3	1	1	1	1	1	1	1	256.882695532108
ID1	550.267576069524	1	1	1	1	1	1	1
ID2	570.072728390864	571.610221098469	453.893020593653	834.799103599141	1281.76758494139	728.224555316173	642.358124570289	1
ID3	651.660625270173	1	1	1	1	1	1	1
IDH2	1	1	1	1	1	1	129.727237376087	230.978120727378
IDO1	1	1	1	1	1	1	602.50673658661	1
IDS	1	1	1	1	263.802467040192	1	246.088554884003	1
IER3	442.779460453713	546.421704805585	1237.62399452172	1479.19049732486	1	640.193553544758	1	1
IER5	1	1	305.489598733346	525.064949526079	329.526075766959	547.430509078033	533.368774567073	1
IFI27	665.536216531775	442.257176155593	1	1	1	1	1	1
IFI27L2	1	1	1	1	1	1	1	268.306303542234
IFITM2	1862.82251940687	489.870078701348	1231.44731072708	448.12058766645	1980.10663961628	623.771794585188	1	516.772781783785
IFITM3	2415.91842960844	648.782683393697	1154.16145793618	693.084524905717	400.039368824672	571.544420493389	1	1
IFNAR1	1	1	1	1	1	1	1	225.341477108661
IFNAR2	1	1	1	1	1	1	1	229.431822375262
IFNGR1	1	393.71892884763	324.775848811367	518.083032115069	1	448.396109489418	397.675784669775	1
IFNGR2	1	325.635796951569	428.255922241687	438.013263228248	1	270.46113487413	228.820316436551	1
IGBP1	1	1	1	1	1	1	251.434859590148	1
IGF2	388.495003226335	1	1	1	1	1	1	1
IGFBP3	673.366258243593	1	1	1	1	1	1	1
IGFBP4	664.323905955903	1	1	1	1	1	1	1
IGFBP7	4790.58085155343	1	1	1	1	1	1	1
IGLL1	1	1	1	1	1	1	1	684.872550388785
IGLL5	1	1	1	1	1	1	1	87501.890240281
IGSF6	1	781.415459574275	259.590125758658	510.584298778204	1	187.990916605991	1	1
IKZF1	1	1	1	1	468.475117643445	1	1	1
IKZF3	1	1	1	1	581.481334158625	1	1	1
IL10RA	1	313.918684995125	1	183.750253344906	1	280.481791752179	124.064761637951	1
IL13RA1	1	1	1	262.61477235883	1	440.573260999171	1	1
IL16	1	1	1	1	1	1	381.052998799093	1
IL18	1	250.755960620622	1	306.025236774692	1	232.861325171918	1	1
IL1B	1	1	1549.3789541049	1069.58711847704	1	758.532258631406	1	1
IL1R2	1	1	1	1	1	309.640723441231	1	1
IL1RN	1	1	567.900658985875	1	1	1	1	1
IL2RB	1	1	1	1	704.27700291966	1	1	1
IL2RG	1	1	1	1	539.39713686222	1	124.405255760908	260.6688084458
IL32	373.520589133939	1	1	1	1779.48192278351	1	1	1
IL4I1	1	1	1	276.249304945772	1	1	115.856061014118	1
IL6R	1	1	1	1	1	1	191.182825688401	1
IL6ST	531.919606469975	1	1	1	1	1	1	1
IL7R	1	1	1	1	2755.66082159017	1	1	1
INPP5D	1	1	1	1	1	212.563397876656	277.327913731638	1
INSIG1	1	1	169.40976945424	1	1	414.798819426399	562.992038826476	1
INSR	266.192851449815	1	1	1	1	1	1	1
IQGAP2	1	203.271235424125	1	1	1	1	1	1
IRAK3	1	1	336.132447384598	1	1	1	1	1
IRF1	1	1	1	1	437.151735374944	1	1	253.031938754013
IRF2BP2	317.968594845439	1	1	255.479713147295	1	204.630722691524	1	1
IRF8	1	1	1	1	1	1	1040.2508150233	1
IRS2	1	1	265.716116040959	1	1	1	1	1
ISCU	206.202946889201	1	1	1	1	1	1	406.47606826329
ISG20	1	1	1	1	365.277211866477	1	1	627.042977641351
ITGA1	368.449186375364	1	1	1	1	1	1	1
ITGA6	1	1	1	1	1	1	1	300.20853740064
ITGAL	1	1	323.834235271393	1	361.357064562693	1	1	1
ITGAX	1	1	408.616061187383	334.507107295262	1	225.251798567762	275.788983226569	1
ITGB1	667.130816147908	1	268.016847300737	237.148517258487	1	1	154.219330123732	1
ITGB2	1	555.868768611844	1027.51477667298	899.542368591871	445.408284339246	782.596080735193	709.147913739942	1
ITGB5	244.418885239327	1	1	1	1	1	1	1
ITGB7	1	1	1	1	1	1	237.20750033516	1
